M,K,label_idx,Both_Hands,M_Out,M_In,M_Up,M_Down,M_Front,M_Back,M_Iterative,O_Out,O_In,O_Up,O_Down,O_Front,O_Back,F_Thumb,F_Index,F_Middle,F_Ring,F_Pinky
train/005/M_00848.avi,train/005/K_00848.avi,5,,,,,,,,,,,,,,,,,,,
train/005/M_00849.avi,train/005/K_00849.avi,32,,,,,,,,,,,,,,,,,,,
train/005/M_00851.avi,train/005/K_00851.avi,50,,,,,,,,,,,,,,,,,,,
train/005/M_00854.avi,train/005/K_00854.avi,159,,,,,,,,,,,,,,,,,,,
train/005/M_00855.avi,train/005/K_00855.avi,37,,,,,,,,,,,,,,,,,,,
train/005/M_00868.avi,train/005/K_00868.avi,37,,,,,,,,,,,,,,,,,,,
train/005/M_00872.avi,train/005/K_00872.avi,32,,,,,,,,,,,,,,,,,,,
train/005/M_00886.avi,train/005/K_00886.avi,37,,,,,,,,,,,,,,,,,,,
train/005/M_00889.avi,train/005/K_00889.avi,241,,,,,,,,,,,,,,,,,,,
train/005/M_00891.avi,train/005/K_00891.avi,19,,,,,,,,,,,,,,,,,,,
train/005/M_00892.avi,train/005/K_00892.avi,222,,,,,,,,,,,,,,,,,,,
train/005/M_00895.avi,train/005/K_00895.avi,93,,,,,,,,,,,,,,,,,,,
train/005/M_00896.avi,train/005/K_00896.avi,238,,,,,,,,,,,,,,,,,,,
train/005/M_00899.avi,train/005/K_00899.avi,32,,,,,,,,,,,,,,,,,,,
train/005/M_00907.avi,train/005/K_00907.avi,213,,,,,,,,,,,,,,,,,,,
train/005/M_00908.avi,train/005/K_00908.avi,237,,,,,,,,,,,,,,,,,,,
train/005/M_00912.avi,train/005/K_00912.avi,97,,,,,,,,,,,,,,,,,,,
train/005/M_00913.avi,train/005/K_00913.avi,32,,,,,,,,,,,,,,,,,,,
train/005/M_00917.avi,train/005/K_00917.avi,240,,,,,,,,,,,,,,,,,,,
train/005/M_00921.avi,train/005/K_00921.avi,5,,,,,,,,,,,,,,,,,,,
train/005/M_00926.avi,train/005/K_00926.avi,127,,,,,,,,,,,,,,,,,,,
train/005/M_00929.avi,train/005/K_00929.avi,5,,,,,,,,,,,,,,,,,,,
train/005/M_00949.avi,train/005/K_00949.avi,36,,,,,,,,,,,,,,,,,,,
train/005/M_00950.avi,train/005/K_00950.avi,29,,,,,,,,,,,,,,,,,,,
train/005/M_00951.avi,train/005/K_00951.avi,51,,,,,,,,,,,,,,,,,,,
train/005/M_00954.avi,train/005/K_00954.avi,5,,,,,,,,,,,,,,,,,,,
train/005/M_00955.avi,train/005/K_00955.avi,50,,,,,,,,,,,,,,,,,,,
train/005/M_00958.avi,train/005/K_00958.avi,241,,,,,,,,,,,,,,,,,,,
train/005/M_00960.avi,train/005/K_00960.avi,91,,,,,,,,,,,,,,,,,,,
train/005/M_00962.avi,train/005/K_00962.avi,34,,,,,,,,,,,,,,,,,,,
train/005/M_00963.avi,train/005/K_00963.avi,37,,,,,,,,,,,,,,,,,,,
train/005/M_00964.avi,train/005/K_00964.avi,8,,,,,,,,,,,,,,,,,,,
train/005/M_00966.avi,train/005/K_00966.avi,93,,,,,,,,,,,,,,,,,,,
train/005/M_00968.avi,train/005/K_00968.avi,209,,,,,,,,,,,,,,,,,,,
train/005/M_00975.avi,train/005/K_00975.avi,8,,,,,,,,,,,,,,,,,,,
train/005/M_00976.avi,train/005/K_00976.avi,5,,,,,,,,,,,,,,,,,,,
train/005/M_00977.avi,train/005/K_00977.avi,49,,,,,,,,,,,,,,,,,,,
train/005/M_00982.avi,train/005/K_00982.avi,154,,,,,,,,,,,,,,,,,,,
train/005/M_00983.avi,train/005/K_00983.avi,117,,,,,,,,,,,,,,,,,,,
train/005/M_00985.avi,train/005/K_00985.avi,5,,,,,,,,,,,,,,,,,,,
train/005/M_00986.avi,train/005/K_00986.avi,238,,,,,,,,,,,,,,,,,,,
train/005/M_00990.avi,train/005/K_00990.avi,51,,,,,,,,,,,,,,,,,,,
train/005/M_00999.avi,train/005/K_00999.avi,19,,,,,,,,,,,,,,,,,,,
train/006/M_01001.avi,train/006/K_01001.avi,49,,,,,,,,,,,,,,,,,,,
train/006/M_01006.avi,train/006/K_01006.avi,10,,,,,,,,,,,,,,,,,,,
train/006/M_01010.avi,train/006/K_01010.avi,18,,,,,,,,,,,,,,,,,,,
train/006/M_01011.avi,train/006/K_01011.avi,5,,,,,,,,,,,,,,,,,,,
train/006/M_01014.avi,train/006/K_01014.avi,238,,,,,,,,,,,,,,,,,,,
train/006/M_01015.avi,train/006/K_01015.avi,5,,,,,,,,,,,,,,,,,,,
train/006/M_01017.avi,train/006/K_01017.avi,154,,,,,,,,,,,,,,,,,,,
train/006/M_01020.avi,train/006/K_01020.avi,14,,,,,,,,,,,,,,,,,,,
train/006/M_01021.avi,train/006/K_01021.avi,10,,,,,,,,,,,,,,,,,,,
train/006/M_01022.avi,train/006/K_01022.avi,5,,,,,,,,,,,,,,,,,,,
train/006/M_01027.avi,train/006/K_01027.avi,238,,,,,,,,,,,,,,,,,,,
train/006/M_01028.avi,train/006/K_01028.avi,188,,,,,,,,,,,,,,,,,,,
train/006/M_01033.avi,train/006/K_01033.avi,18,,,,,,,,,,,,,,,,,,,
train/006/M_01035.avi,train/006/K_01035.avi,36,,,,,,,,,,,,,,,,,,,
train/006/M_01036.avi,train/006/K_01036.avi,241,,,,,,,,,,,,,,,,,,,
train/006/M_01041.avi,train/006/K_01041.avi,18,,,,,,,,,,,,,,,,,,,
train/006/M_01045.avi,train/006/K_01045.avi,31,,,,,,,,,,,,,,,,,,,
train/006/M_01046.avi,train/006/K_01046.avi,135,,,,,,,,,,,,,,,,,,,
train/006/M_01048.avi,train/006/K_01048.avi,29,,,,,,,,,,,,,,,,,,,
train/006/M_01054.avi,train/006/K_01054.avi,157,,,,,,,,,,,,,,,,,,,
train/006/M_01057.avi,train/006/K_01057.avi,158,,,,,,,,,,,,,,,,,,,
train/006/M_01060.avi,train/006/K_01060.avi,223,,,,,,,,,,,,,,,,,,,
train/006/M_01072.avi,train/006/K_01072.avi,95,,,,,,,,,,,,,,,,,,,
train/006/M_01073.avi,train/006/K_01073.avi,239,,,,,,,,,,,,,,,,,,,
train/006/M_01074.avi,train/006/K_01074.avi,90,,,,,,,,,,,,,,,,,,,
train/006/M_01077.avi,train/006/K_01077.avi,19,,,,,,,,,,,,,,,,,,,
train/006/M_01078.avi,train/006/K_01078.avi,223,,,,,,,,,,,,,,,,,,,
train/006/M_01081.avi,train/006/K_01081.avi,31,,,,,,,,,,,,,,,,,,,
train/006/M_01087.avi,train/006/K_01087.avi,209,,,,,,,,,,,,,,,,,,,
train/006/M_01091.avi,train/006/K_01091.avi,8,,,,,,,,,,,,,,,,,,,
train/006/M_01094.avi,train/006/K_01094.avi,209,,,,,,,,,,,,,,,,,,,
train/006/M_01096.avi,train/006/K_01096.avi,223,,,,,,,,,,,,,,,,,,,
train/006/M_01098.avi,train/006/K_01098.avi,222,,,,,,,,,,,,,,,,,,,
train/006/M_01099.avi,train/006/K_01099.avi,159,,,,,,,,,,,,,,,,,,,
train/006/M_01100.avi,train/006/K_01100.avi,31,,,,,,,,,,,,,,,,,,,
train/006/M_01113.avi,train/006/K_01113.avi,127,,,,,,,,,,,,,,,,,,,
train/006/M_01118.avi,train/006/K_01118.avi,95,,,,,,,,,,,,,,,,,,,
train/006/M_01119.avi,train/006/K_01119.avi,10,,,,,,,,,,,,,,,,,,,
train/006/M_01122.avi,train/006/K_01122.avi,55,,,,,,,,,,,,,,,,,,,
train/006/M_01125.avi,train/006/K_01125.avi,36,,,,,,,,,,,,,,,,,,,
train/006/M_01128.avi,train/006/K_01128.avi,19,,,,,,,,,,,,,,,,,,,
train/006/M_01132.avi,train/006/K_01132.avi,155,,,,,,,,,,,,,,,,,,,
train/006/M_01133.avi,train/006/K_01133.avi,120,,,,,,,,,,,,,,,,,,,
train/006/M_01134.avi,train/006/K_01134.avi,50,,,,,,,,,,,,,,,,,,,
train/006/M_01136.avi,train/006/K_01136.avi,97,,,,,,,,,,,,,,,,,,,
train/006/M_01137.avi,train/006/K_01137.avi,154,,,,,,,,,,,,,,,,,,,
train/006/M_01138.avi,train/006/K_01138.avi,92,,,,,,,,,,,,,,,,,,,
train/006/M_01142.avi,train/006/K_01142.avi,19,,,,,,,,,,,,,,,,,,,
train/006/M_01145.avi,train/006/K_01145.avi,55,,,,,,,,,,,,,,,,,,,
train/006/M_01146.avi,train/006/K_01146.avi,18,,,,,,,,,,,,,,,,,,,
train/006/M_01147.avi,train/006/K_01147.avi,154,,,,,,,,,,,,,,,,,,,
train/006/M_01149.avi,train/006/K_01149.avi,10,,,,,,,,,,,,,,,,,,,
train/006/M_01153.avi,train/006/K_01153.avi,92,,,,,,,,,,,,,,,,,,,
train/006/M_01156.avi,train/006/K_01156.avi,37,,,,,,,,,,,,,,,,,,,
train/006/M_01164.avi,train/006/K_01164.avi,32,,,,,,,,,,,,,,,,,,,
train/006/M_01165.avi,train/006/K_01165.avi,156,,,,,,,,,,,,,,,,,,,
train/006/M_01166.avi,train/006/K_01166.avi,92,,,,,,,,,,,,,,,,,,,
train/006/M_01171.avi,train/006/K_01171.avi,159,,,,,,,,,,,,,,,,,,,
train/006/M_01174.avi,train/006/K_01174.avi,18,,,,,,,,,,,,,,,,,,,
train/006/M_01175.avi,train/006/K_01175.avi,55,,,,,,,,,,,,,,,,,,,
train/006/M_01177.avi,train/006/K_01177.avi,209,,,,,,,,,,,,,,,,,,,
train/006/M_01179.avi,train/006/K_01179.avi,188,,,,,,,,,,,,,,,,,,,
train/006/M_01181.avi,train/006/K_01181.avi,37,,,,,,,,,,,,,,,,,,,
train/006/M_01188.avi,train/006/K_01188.avi,213,,,,,,,,,,,,,,,,,,,
train/006/M_01189.avi,train/006/K_01189.avi,95,,,,,,,,,,,,,,,,,,,
train/006/M_01190.avi,train/006/K_01190.avi,92,,,,,,,,,,,,,,,,,,,
train/006/M_01194.avi,train/006/K_01194.avi,4,,,,,,,,,,,,,,,,,,,
train/006/M_01196.avi,train/006/K_01196.avi,238,,,,,,,,,,,,,,,,,,,
train/007/M_01201.avi,train/007/K_01201.avi,19,,,,,,,,,,,,,,,,,,,
train/007/M_01203.avi,train/007/K_01203.avi,13,,,,,,,,,,,,,,,,,,,
train/007/M_01204.avi,train/007/K_01204.avi,19,,,,,,,,,,,,,,,,,,,
train/007/M_01207.avi,train/007/K_01207.avi,14,,,,,,,,,,,,,,,,,,,
train/007/M_01209.avi,train/007/K_01209.avi,97,,,,,,,,,,,,,,,,,,,
train/007/M_01212.avi,train/007/K_01212.avi,32,,,,,,,,,,,,,,,,,,,
train/007/M_01219.avi,train/007/K_01219.avi,120,,,,,,,,,,,,,,,,,,,
train/007/M_01221.avi,train/007/K_01221.avi,31,,,,,,,,,,,,,,,,,,,
train/007/M_01223.avi,train/007/K_01223.avi,91,,,,,,,,,,,,,,,,,,,
train/007/M_01225.avi,train/007/K_01225.avi,55,,,,,,,,,,,,,,,,,,,
train/007/M_01229.avi,train/007/K_01229.avi,239,,,,,,,,,,,,,,,,,,,
train/007/M_01231.avi,train/007/K_01231.avi,90,,,,,,,,,,,,,,,,,,,
train/007/M_01234.avi,train/007/K_01234.avi,37,,,,,,,,,,,,,,,,,,,
train/007/M_01235.avi,train/007/K_01235.avi,135,,,,,,,,,,,,,,,,,,,
train/007/M_01242.avi,train/007/K_01242.avi,157,,,,,,,,,,,,,,,,,,,
train/007/M_01243.avi,train/007/K_01243.avi,34,,,,,,,,,,,,,,,,,,,
train/007/M_01245.avi,train/007/K_01245.avi,5,,,,,,,,,,,,,,,,,,,
train/007/M_01252.avi,train/007/K_01252.avi,157,,,,,,,,,,,,,,,,,,,
train/007/M_01255.avi,train/007/K_01255.avi,93,,,,,,,,,,,,,,,,,,,
train/007/M_01259.avi,train/007/K_01259.avi,117,,,,,,,,,,,,,,,,,,,
train/007/M_01265.avi,train/007/K_01265.avi,29,,,,,,,,,,,,,,,,,,,
train/007/M_01268.avi,train/007/K_01268.avi,51,,,,,,,,,,,,,,,,,,,
train/007/M_01269.avi,train/007/K_01269.avi,36,,,,,,,,,,,,,,,,,,,
train/007/M_01276.avi,train/007/K_01276.avi,156,,,,,,,,,,,,,,,,,,,
train/007/M_01277.avi,train/007/K_01277.avi,36,,,,,,,,,,,,,,,,,,,
train/007/M_01299.avi,train/007/K_01299.avi,37,,,,,,,,,,,,,,,,,,,
train/007/M_01302.avi,train/007/K_01302.avi,18,,,,,,,,,,,,,,,,,,,
train/007/M_01303.avi,train/007/K_01303.avi,92,,,,,,,,,,,,,,,,,,,
train/007/M_01304.avi,train/007/K_01304.avi,5,,,,,,,,,,,,,,,,,,,
train/007/M_01305.avi,train/007/K_01305.avi,10,,,,,,,,,,,,,,,,,,,
train/007/M_01310.avi,train/007/K_01310.avi,49,,,,,,,,,,,,,,,,,,,
train/007/M_01311.avi,train/007/K_01311.avi,5,,,,,,,,,,,,,,,,,,,
train/007/M_01312.avi,train/007/K_01312.avi,37,,,,,,,,,,,,,,,,,,,
train/007/M_01314.avi,train/007/K_01314.avi,158,,,,,,,,,,,,,,,,,,,
train/007/M_01319.avi,train/007/K_01319.avi,240,,,,,,,,,,,,,,,,,,,
train/007/M_01323.avi,train/007/K_01323.avi,10,,,,,,,,,,,,,,,,,,,
train/007/M_01325.avi,train/007/K_01325.avi,156,,,,,,,,,,,,,,,,,,,
train/007/M_01326.avi,train/007/K_01326.avi,94,,,,,,,,,,,,,,,,,,,
train/007/M_01328.avi,train/007/K_01328.avi,97,,,,,,,,,,,,,,,,,,,
train/007/M_01329.avi,train/007/K_01329.avi,92,,,,,,,,,,,,,,,,,,,
train/007/M_01330.avi,train/007/K_01330.avi,50,,,,,,,,,,,,,,,,,,,
train/007/M_01332.avi,train/007/K_01332.avi,238,,,,,,,,,,,,,,,,,,,
train/007/M_01338.avi,train/007/K_01338.avi,52,,,,,,,,,,,,,,,,,,,
train/007/M_01339.avi,train/007/K_01339.avi,154,,,,,,,,,,,,,,,,,,,
train/007/M_01343.avi,train/007/K_01343.avi,50,,,,,,,,,,,,,,,,,,,
train/007/M_01353.avi,train/007/K_01353.avi,10,,,,,,,,,,,,,,,,,,,
train/007/M_01354.avi,train/007/K_01354.avi,31,,,,,,,,,,,,,,,,,,,
train/007/M_01358.avi,train/007/K_01358.avi,18,,,,,,,,,,,,,,,,,,,
train/007/M_01367.avi,train/007/K_01367.avi,159,,,,,,,,,,,,,,,,,,,
train/007/M_01372.avi,train/007/K_01372.avi,37,,,,,,,,,,,,,,,,,,,
train/007/M_01376.avi,train/007/K_01376.avi,154,,,,,,,,,,,,,,,,,,,
train/007/M_01378.avi,train/007/K_01378.avi,10,,,,,,,,,,,,,,,,,,,
train/007/M_01381.avi,train/007/K_01381.avi,5,,,,,,,,,,,,,,,,,,,
train/007/M_01383.avi,train/007/K_01383.avi,158,,,,,,,,,,,,,,,,,,,
train/007/M_01385.avi,train/007/K_01385.avi,135,,,,,,,,,,,,,,,,,,,
train/007/M_01391.avi,train/007/K_01391.avi,49,,,,,,,,,,,,,,,,,,,
train/007/M_01395.avi,train/007/K_01395.avi,127,,,,,,,,,,,,,,,,,,,
train/007/M_01398.avi,train/007/K_01398.avi,31,,,,,,,,,,,,,,,,,,,
train/008/M_01403.avi,train/008/K_01403.avi,38,,,,,,,,,,,,,,,,,,,
train/008/M_01406.avi,train/008/K_01406.avi,8,,,,,,,,,,,,,,,,,,,
train/008/M_01411.avi,train/008/K_01411.avi,4,,,,,,,,,,,,,,,,,,,
train/008/M_01413.avi,train/008/K_01413.avi,157,,,,,,,,,,,,,,,,,,,
train/008/M_01414.avi,train/008/K_01414.avi,91,,,,,,,,,,,,,,,,,,,
train/008/M_01415.avi,train/008/K_01415.avi,93,,,,,,,,,,,,,,,,,,,
train/008/M_01416.avi,train/008/K_01416.avi,38,,,,,,,,,,,,,,,,,,,
train/008/M_01417.avi,train/008/K_01417.avi,34,,,,,,,,,,,,,,,,,,,
train/008/M_01421.avi,train/008/K_01421.avi,38,,,,,,,,,,,,,,,,,,,
train/008/M_01422.avi,train/008/K_01422.avi,55,,,,,,,,,,,,,,,,,,,
train/008/M_01423.avi,train/008/K_01423.avi,13,,,,,,,,,,,,,,,,,,,
train/008/M_01425.avi,train/008/K_01425.avi,55,,,,,,,,,,,,,,,,,,,
train/008/M_01432.avi,train/008/K_01432.avi,37,,,,,,,,,,,,,,,,,,,
train/008/M_01434.avi,train/008/K_01434.avi,5,,,,,,,,,,,,,,,,,,,
train/008/M_01436.avi,train/008/K_01436.avi,154,,,,,,,,,,,,,,,,,,,
train/008/M_01442.avi,train/008/K_01442.avi,31,,,,,,,,,,,,,,,,,,,
train/008/M_01444.avi,train/008/K_01444.avi,29,,,,,,,,,,,,,,,,,,,
train/008/M_01445.avi,train/008/K_01445.avi,14,,,,,,,,,,,,,,,,,,,
train/008/M_01449.avi,train/008/K_01449.avi,160,,,,,,,,,,,,,,,,,,,
train/008/M_01451.avi,train/008/K_01451.avi,237,,,,,,,,,,,,,,,,,,,
train/008/M_01453.avi,train/008/K_01453.avi,209,,,,,,,,,,,,,,,,,,,
train/008/M_01454.avi,train/008/K_01454.avi,117,,,,,,,,,,,,,,,,,,,
train/008/M_01456.avi,train/008/K_01456.avi,5,,,,,,,,,,,,,,,,,,,
train/008/M_01457.avi,train/008/K_01457.avi,91,,,,,,,,,,,,,,,,,,,
train/008/M_01462.avi,train/008/K_01462.avi,93,,,,,,,,,,,,,,,,,,,
train/008/M_01463.avi,train/008/K_01463.avi,117,,,,,,,,,,,,,,,,,,,
train/008/M_01468.avi,train/008/K_01468.avi,96,,,,,,,,,,,,,,,,,,,
train/008/M_01474.avi,train/008/K_01474.avi,120,,,,,,,,,,,,,,,,,,,
train/008/M_01476.avi,train/008/K_01476.avi,5,,,,,,,,,,,,,,,,,,,
train/008/M_01483.avi,train/008/K_01483.avi,90,,,,,,,,,,,,,,,,,,,
train/008/M_01488.avi,train/008/K_01488.avi,160,,,,,,,,,,,,,,,,,,,
train/008/M_01489.avi,train/008/K_01489.avi,91,,,,,,,,,,,,,,,,,,,
train/008/M_01496.avi,train/008/K_01496.avi,135,,,,,,,,,,,,,,,,,,,
train/008/M_01497.avi,train/008/K_01497.avi,94,,,,,,,,,,,,,,,,,,,
train/008/M_01499.avi,train/008/K_01499.avi,5,,,,,,,,,,,,,,,,,,,
train/008/M_01502.avi,train/008/K_01502.avi,36,,,,,,,,,,,,,,,,,,,
train/008/M_01503.avi,train/008/K_01503.avi,19,,,,,,,,,,,,,,,,,,,
train/008/M_01506.avi,train/008/K_01506.avi,188,,,,,,,,,,,,,,,,,,,
train/008/M_01511.avi,train/008/K_01511.avi,238,,,,,,,,,,,,,,,,,,,
train/008/M_01513.avi,train/008/K_01513.avi,96,,,,,,,,,,,,,,,,,,,
train/008/M_01514.avi,train/008/K_01514.avi,92,,,,,,,,,,,,,,,,,,,
train/008/M_01516.avi,train/008/K_01516.avi,241,,,,,,,,,,,,,,,,,,,
train/008/M_01519.avi,train/008/K_01519.avi,5,,,,,,,,,,,,,,,,,,,
train/008/M_01521.avi,train/008/K_01521.avi,10,,,,,,,,,,,,,,,,,,,
train/008/M_01523.avi,train/008/K_01523.avi,222,,,,,,,,,,,,,,,,,,,
train/008/M_01528.avi,train/008/K_01528.avi,240,,,,,,,,,,,,,,,,,,,
train/008/M_01530.avi,train/008/K_01530.avi,209,,,,,,,,,,,,,,,,,,,
train/008/M_01532.avi,train/008/K_01532.avi,95,,,,,,,,,,,,,,,,,,,
train/008/M_01534.avi,train/008/K_01534.avi,117,,,,,,,,,,,,,,,,,,,
train/008/M_01535.avi,train/008/K_01535.avi,213,,,,,,,,,,,,,,,,,,,
train/008/M_01540.avi,train/008/K_01540.avi,156,,,,,,,,,,,,,,,,,,,
train/008/M_01541.avi,train/008/K_01541.avi,241,,,,,,,,,,,,,,,,,,,
train/008/M_01543.avi,train/008/K_01543.avi,36,,,,,,,,,,,,,,,,,,,
train/008/M_01545.avi,train/008/K_01545.avi,5,,,,,,,,,,,,,,,,,,,
train/008/M_01547.avi,train/008/K_01547.avi,240,,,,,,,,,,,,,,,,,,,
train/008/M_01548.avi,train/008/K_01548.avi,154,,,,,,,,,,,,,,,,,,,
train/008/M_01551.avi,train/008/K_01551.avi,19,,,,,,,,,,,,,,,,,,,
train/008/M_01554.avi,train/008/K_01554.avi,10,,,,,,,,,,,,,,,,,,,
train/008/M_01555.avi,train/008/K_01555.avi,37,,,,,,,,,,,,,,,,,,,
train/008/M_01557.avi,train/008/K_01557.avi,159,,,,,,,,,,,,,,,,,,,
train/008/M_01559.avi,train/008/K_01559.avi,90,,,,,,,,,,,,,,,,,,,
train/008/M_01560.avi,train/008/K_01560.avi,38,,,,,,,,,,,,,,,,,,,
train/008/M_01563.avi,train/008/K_01563.avi,5,,,,,,,,,,,,,,,,,,,
train/008/M_01564.avi,train/008/K_01564.avi,14,,,,,,,,,,,,,,,,,,,
train/008/M_01566.avi,train/008/K_01566.avi,38,,,,,,,,,,,,,,,,,,,
train/008/M_01568.avi,train/008/K_01568.avi,32,,,,,,,,,,,,,,,,,,,
train/008/M_01573.avi,train/008/K_01573.avi,154,,,,,,,,,,,,,,,,,,,
train/008/M_01579.avi,train/008/K_01579.avi,19,,,,,,,,,,,,,,,,,,,
train/008/M_01580.avi,train/008/K_01580.avi,5,,,,,,,,,,,,,,,,,,,
train/008/M_01582.avi,train/008/K_01582.avi,155,,,,,,,,,,,,,,,,,,,
train/008/M_01583.avi,train/008/K_01583.avi,50,,,,,,,,,,,,,,,,,,,
train/008/M_01584.avi,train/008/K_01584.avi,19,,,,,,,,,,,,,,,,,,,
train/008/M_01585.avi,train/008/K_01585.avi,14,,,,,,,,,,,,,,,,,,,
train/008/M_01587.avi,train/008/K_01587.avi,240,,,,,,,,,,,,,,,,,,,
train/008/M_01588.avi,train/008/K_01588.avi,10,,,,,,,,,,,,,,,,,,,
train/008/M_01590.avi,train/008/K_01590.avi,96,,,,,,,,,,,,,,,,,,,
train/008/M_01593.avi,train/008/K_01593.avi,36,,,,,,,,,,,,,,,,,,,
train/008/M_01594.avi,train/008/K_01594.avi,19,,,,,,,,,,,,,,,,,,,
train/008/M_01596.avi,train/008/K_01596.avi,49,,,,,,,,,,,,,,,,,,,
train/008/M_01597.avi,train/008/K_01597.avi,241,,,,,,,,,,,,,,,,,,,
train/008/M_01599.avi,train/008/K_01599.avi,93,,,,,,,,,,,,,,,,,,,
train/008/M_01600.avi,train/008/K_01600.avi,4,,,,,,,,,,,,,,,,,,,
train/009/M_01604.avi,train/009/K_01604.avi,36,,,,,,,,,,,,,,,,,,,
train/009/M_01605.avi,train/009/K_01605.avi,56,,,,,,,,,,,,,,,,,,,
train/009/M_01607.avi,train/009/K_01607.avi,50,,,,,,,,,,,,,,,,,,,
train/009/M_01612.avi,train/009/K_01612.avi,5,,,,,,,,,,,,,,,,,,,
train/009/M_01614.avi,train/009/K_01614.avi,5,,,,,,,,,,,,,,,,,,,
train/009/M_01615.avi,train/009/K_01615.avi,38,,,,,,,,,,,,,,,,,,,
train/009/M_01616.avi,train/009/K_01616.avi,93,,,,,,,,,,,,,,,,,,,
train/009/M_01618.avi,train/009/K_01618.avi,50,,,,,,,,,,,,,,,,,,,
train/009/M_01621.avi,train/009/K_01621.avi,158,,,,,,,,,,,,,,,,,,,
train/009/M_01622.avi,train/009/K_01622.avi,19,,,,,,,,,,,,,,,,,,,
train/009/M_01623.avi,train/009/K_01623.avi,18,,,,,,,,,,,,,,,,,,,
train/009/M_01626.avi,train/009/K_01626.avi,5,,,,,,,,,,,,,,,,,,,
train/009/M_01629.avi,train/009/K_01629.avi,127,,,,,,,,,,,,,,,,,,,
train/009/M_01634.avi,train/009/K_01634.avi,157,,,,,,,,,,,,,,,,,,,
train/009/M_01636.avi,train/009/K_01636.avi,55,,,,,,,,,,,,,,,,,,,
train/009/M_01644.avi,train/009/K_01644.avi,8,,,,,,,,,,,,,,,,,,,
train/009/M_01645.avi,train/009/K_01645.avi,5,,,,,,,,,,,,,,,,,,,
train/009/M_01648.avi,train/009/K_01648.avi,19,,,,,,,,,,,,,,,,,,,
train/009/M_01652.avi,train/009/K_01652.avi,19,,,,,,,,,,,,,,,,,,,
train/009/M_01653.avi,train/009/K_01653.avi,160,,,,,,,,,,,,,,,,,,,
train/009/M_01655.avi,train/009/K_01655.avi,29,,,,,,,,,,,,,,,,,,,
train/009/M_01657.avi,train/009/K_01657.avi,55,,,,,,,,,,,,,,,,,,,
train/009/M_01665.avi,train/009/K_01665.avi,154,,,,,,,,,,,,,,,,,,,
train/009/M_01667.avi,train/009/K_01667.avi,51,,,,,,,,,,,,,,,,,,,
train/009/M_01668.avi,train/009/K_01668.avi,238,,,,,,,,,,,,,,,,,,,
train/009/M_01671.avi,train/009/K_01671.avi,213,,,,,,,,,,,,,,,,,,,
train/009/M_01673.avi,train/009/K_01673.avi,5,,,,,,,,,,,,,,,,,,,
train/009/M_01678.avi,train/009/K_01678.avi,158,,,,,,,,,,,,,,,,,,,
train/009/M_01681.avi,train/009/K_01681.avi,238,,,,,,,,,,,,,,,,,,,
train/009/M_01683.avi,train/009/K_01683.avi,120,,,,,,,,,,,,,,,,,,,
train/009/M_01685.avi,train/009/K_01685.avi,14,,,,,,,,,,,,,,,,,,,
train/009/M_01689.avi,train/009/K_01689.avi,97,,,,,,,,,,,,,,,,,,,
train/009/M_01692.avi,train/009/K_01692.avi,50,,,,,,,,,,,,,,,,,,,
train/009/M_01694.avi,train/009/K_01694.avi,93,,,,,,,,,,,,,,,,,,,
train/009/M_01700.avi,train/009/K_01700.avi,222,,,,,,,,,,,,,,,,,,,
train/009/M_01704.avi,train/009/K_01704.avi,5,,,,,,,,,,,,,,,,,,,
train/009/M_01706.avi,train/009/K_01706.avi,135,,,,,,,,,,,,,,,,,,,
train/009/M_01708.avi,train/009/K_01708.avi,10,,,,,,,,,,,,,,,,,,,
train/009/M_01711.avi,train/009/K_01711.avi,237,,,,,,,,,,,,,,,,,,,
train/009/M_01713.avi,train/009/K_01713.avi,240,,,,,,,,,,,,,,,,,,,
train/009/M_01715.avi,train/009/K_01715.avi,37,,,,,,,,,,,,,,,,,,,
train/009/M_01718.avi,train/009/K_01718.avi,135,,,,,,,,,,,,,,,,,,,
train/009/M_01720.avi,train/009/K_01720.avi,96,,,,,,,,,,,,,,,,,,,
train/009/M_01725.avi,train/009/K_01725.avi,120,,,,,,,,,,,,,,,,,,,
train/009/M_01729.avi,train/009/K_01729.avi,188,,,,,,,,,,,,,,,,,,,
train/009/M_01730.avi,train/009/K_01730.avi,160,,,,,,,,,,,,,,,,,,,
train/009/M_01734.avi,train/009/K_01734.avi,8,,,,,,,,,,,,,,,,,,,
train/009/M_01736.avi,train/009/K_01736.avi,13,,,,,,,,,,,,,,,,,,,
train/009/M_01738.avi,train/009/K_01738.avi,36,,,,,,,,,,,,,,,,,,,
train/009/M_01740.avi,train/009/K_01740.avi,8,,,,,,,,,,,,,,,,,,,
train/009/M_01742.avi,train/009/K_01742.avi,91,,,,,,,,,,,,,,,,,,,
train/009/M_01745.avi,train/009/K_01745.avi,51,,,,,,,,,,,,,,,,,,,
train/009/M_01746.avi,train/009/K_01746.avi,213,,,,,,,,,,,,,,,,,,,
train/009/M_01747.avi,train/009/K_01747.avi,155,,,,,,,,,,,,,,,,,,,
train/009/M_01750.avi,train/009/K_01750.avi,238,,,,,,,,,,,,,,,,,,,
train/009/M_01753.avi,train/009/K_01753.avi,37,,,,,,,,,,,,,,,,,,,
train/009/M_01756.avi,train/009/K_01756.avi,37,,,,,,,,,,,,,,,,,,,
